analysis_set,template,condition,layer,mean_final_token_entity_attention,mean_final_token_entity_contribution_norm
all_100,person_in_list,middle_12_14,11,0.0018179189856164157,0.1350649970769882
all_100,person_in_list,middle_12_14,12,0.002049302848172374,0.10702538527548314
all_100,person_in_list,middle_12_14,13,0.0018242587987333536,0.11631337333470583
all_100,person_in_list,middle_12_14,14,0.004455189935397357,0.3212247766554356
all_100,person_in_list,middle_12_14,15,0.0019681520719313996,0.12855644725263118
all_100,person_in_list,middle_12_14,16,0.003914048626320436,0.6845650908350944
all_100,person_in_list,middle_12_14,17,0.0071823230129666625,0.6258405223488808
all_100,person_in_list,middle_12_14,18,0.0097836341150105,1.1482957419753075
all_100,person_in_list,middle_12_14,19,0.012918743346817791,1.4150262150168418
all_100,person_in_list,middle_12_14,20,0.01683046049438417,1.5103837847709656
all_100,person_in_list,middle_12_14,21,0.051532918689772486,6.640256112813949
all_100,person_in_list,middle_12_14,22,0.016650325446389617,2.2185151040554048
all_100,person_in_list,middle_12_14,23,0.03177638681605458,6.690894365310669
all_100,person_in_list,middle_12_14,24,0.05523517256602645,12.951455309391022
all_100,person_in_list,middle_12_14,25,0.02343140815384686,10.149169113636017
all_100,person_in_list,middle_12_14,26,0.0484789377450943,19.23088502883911
all_100,person_in_list,middle_12_14,27,0.03873888649046421,18.697190321683884
all_100,person_in_list,middle_12_14,28,0.03589381492696703,18.240470089912414
all_100,person_in_list,middle_12_14,29,0.057994379773736,40.08296119689941
all_100,person_in_list,middle_12_14,30,0.030746923238039018,33.15903871536255
all_100,person_in_list,middle_12_14,31,0.06363868117332458,62.930874824523926
all_100,person_in_list,middle_12_14,32,0.04062815649434924,86.12717100143432
all_100,person_in_list,middle_12_14,33,0.06485155355185271,92.66937767028809
all_100,person_in_list,middle_12_14,34,0.03592044741846621,76.39889692306518
all_100,person_in_list,middle_12_14,35,0.012861716076731682,6.8677731704711915
all_100,person_in_list,later_middle_19_21,0,0.008956682009156794,0.13502970781177281
all_100,person_in_list,later_middle_19_21,1,0.0064328326587565245,0.09266527093946934
all_100,person_in_list,later_middle_19_21,2,0.013049631342291833,0.182815069667995
all_100,person_in_list,later_middle_19_21,3,0.01632755534723401,0.6445919851958751
all_100,person_in_list,later_middle_19_21,4,0.005812804992310703,0.15412997737526893
all_100,person_in_list,later_middle_19_21,5,0.0039482571836560966,0.14154999893158673
all_100,person_in_list,later_middle_19_21,6,0.0041679325001314285,0.11867188425734639
all_100,person_in_list,later_middle_19_21,7,0.0009652132997871376,0.07565090748481453
all_100,person_in_list,later_middle_19_21,8,0.0038847807690035553,0.46281964585185054
all_100,person_in_list,later_middle_19_21,9,0.004145120974862948,0.47930109657347203
all_100,person_in_list,later_middle_19_21,10,0.00457485051243566,0.8280421179533005
all_100,person_in_list,later_middle_19_21,11,0.0018179189856164157,0.1350649970769882
all_100,person_in_list,later_middle_19_21,12,0.002049302848172374,0.10702538527548314
all_100,person_in_list,later_middle_19_21,13,0.001822101641446352,0.11609692987054586
all_100,person_in_list,later_middle_19_21,14,0.004461869043298066,0.3206879175454378
all_100,person_in_list,later_middle_19_21,15,0.0019782375311478972,0.12884357068687677
all_100,person_in_list,later_middle_19_21,16,0.004015644828323275,0.69957982391119
all_100,person_in_list,later_middle_19_21,17,0.007891919903922826,0.6869406579434871
all_100,person_in_list,later_middle_19_21,18,0.009749491033144295,1.1053449422121049
all_100,person_in_list,later_middle_19_21,19,0.012867353642359376,1.423661381304264
all_100,person_in_list,later_middle_19_21,20,0.016196458498016,1.4303482246398926
all_100,person_in_list,later_middle_19_21,21,0.04531099824234843,5.715877822637558
all_100,person_in_list,later_middle_19_21,22,0.017387023041956128,2.2966172170639036
all_100,person_in_list,later_middle_19_21,23,0.048811845304444434,10.452041096687317
all_100,person_in_list,later_middle_19_21,24,0.07714485296979547,21.076797204017637
all_100,person_in_list,later_middle_19_21,25,0.031608275650069115,18.918643288612365
all_100,person_in_list,later_middle_19_21,26,0.050343121960759164,18.403821349143982
all_100,person_in_list,later_middle_19_21,27,0.040381153114140034,18.22557476401329
all_100,person_in_list,later_middle_19_21,28,0.04770860937424004,25.946483211517332
all_100,person_in_list,later_middle_19_21,29,0.06771578554064035,47.47273611068726
all_100,person_in_list,later_middle_19_21,30,0.034097921280190346,36.775797328948975
all_100,person_in_list,later_middle_19_21,31,0.07490702122449874,73.9204599571228
all_100,person_in_list,later_middle_19_21,32,0.04616289161145687,96.94438871383667
all_100,person_in_list,later_middle_19_21,33,0.07428097113966942,105.55113269805908
all_100,person_in_list,later_middle_19_21,34,0.04103404081426561,86.3138819885254
all_100,person_in_list,later_middle_19_21,35,0.012873648318927735,7.078071341514588
all_100,person_in_list,sparse_union,0,0.008956682009156794,0.13502970781177281
all_100,person_in_list,sparse_union,1,0.0064328326587565245,0.09266527093946934
all_100,person_in_list,sparse_union,2,0.013049631342291833,0.182815069667995
all_100,person_in_list,sparse_union,3,0.01632755534723401,0.6445919851958751
all_100,person_in_list,sparse_union,4,0.005812804992310703,0.15412997737526893
all_100,person_in_list,sparse_union,5,0.0039482571836560966,0.14154999893158673
all_100,person_in_list,sparse_union,6,0.004190969642950222,0.11931847453117371
all_100,person_in_list,sparse_union,7,0.0009588323289062828,0.0746780906431377
all_100,person_in_list,sparse_union,8,0.0038330923684407026,0.45714200273156164
all_100,person_in_list,sparse_union,9,0.0040133751882240176,0.46310236550867556
all_100,person_in_list,sparse_union,10,0.0044603904988616706,0.8065141573548317
all_100,person_in_list,sparse_union,11,0.0017513281846186146,0.12930255554616452
all_100,person_in_list,sparse_union,12,0.001981007011490874,0.10324072018265724
all_100,person_in_list,sparse_union,13,0.0017906049924204127,0.11441127236932516
all_100,person_in_list,sparse_union,14,0.0043918107950594275,0.31291074596345425
all_100,person_in_list,sparse_union,15,0.0019731623824918642,0.12864381723105908
all_100,person_in_list,sparse_union,16,0.0038398032309487464,0.668766028881073
all_100,person_in_list,sparse_union,17,0.006917843029368669,0.5968616886436939
all_100,person_in_list,sparse_union,18,0.009636384325567633,1.1286830753087997
all_100,person_in_list,sparse_union,19,0.012860362846404315,1.393270063996315
all_100,person_in_list,sparse_union,20,0.015633551948703826,1.3583936175704003
all_100,person_in_list,sparse_union,21,0.05274715554900467,6.671672345399856
all_100,person_in_list,sparse_union,22,0.0182517924439162,2.4407978266477586
all_100,person_in_list,sparse_union,23,0.0737301798351109,17.081425046920778
all_100,person_in_list,sparse_union,24,0.10385653166100382,27.699642133712768
all_100,person_in_list,sparse_union,25,0.03663128942251206,24.1554527425766
all_100,person_in_list,sparse_union,26,0.05830920647829771,22.887734565734863
all_100,person_in_list,sparse_union,27,0.04643932127393782,21.12333815574646
all_100,person_in_list,sparse_union,28,0.06553871290758252,37.77123673439026
all_100,person_in_list,sparse_union,29,0.07330606829375029,53.9942212677002
all_100,person_in_list,sparse_union,30,0.03532585617154837,37.58504004478455
all_100,person_in_list,sparse_union,31,0.08189051277935505,82.69844409942627
all_100,person_in_list,sparse_union,32,0.04804192311130464,102.6738037109375
all_100,person_in_list,sparse_union,33,0.07803962998092175,112.99420822143554
all_100,person_in_list,sparse_union,34,0.04149762795306742,86.5393998336792
all_100,person_in_list,sparse_union,35,0.012220647037029266,6.681779661178589
all_100,person_in_list,late_negative_30_32,0,0.008956682009156794,0.13502970781177281
all_100,person_in_list,late_negative_30_32,1,0.0064328326587565245,0.09266527093946934
all_100,person_in_list,late_negative_30_32,2,0.013049631342291833,0.182815069667995
all_100,person_in_list,late_negative_30_32,3,0.01632755534723401,0.6445919851958751
all_100,person_in_list,late_negative_30_32,4,0.005812804992310703,0.15412997737526893
all_100,person_in_list,late_negative_30_32,5,0.0039482571836560966,0.14154999893158673
all_100,person_in_list,late_negative_30_32,6,0.0041679325001314285,0.11867188425734639
all_100,person_in_list,late_negative_30_32,7,0.0009652132997871376,0.07565090748481453
all_100,person_in_list,late_negative_30_32,8,0.0038847807690035553,0.46281964585185054
all_100,person_in_list,late_negative_30_32,9,0.004145120974862948,0.47930109657347203
all_100,person_in_list,late_negative_30_32,10,0.00457485051243566,0.8280421179533005
all_100,person_in_list,late_negative_30_32,11,0.0018179189856164157,0.1350649970769882
all_100,person_in_list,late_negative_30_32,12,0.002049302848172374,0.10702538527548314
all_100,person_in_list,late_negative_30_32,13,0.001822101641446352,0.11609692987054586
all_100,person_in_list,late_negative_30_32,14,0.004461869043298066,0.3206879175454378
all_100,person_in_list,late_negative_30_32,15,0.0019782375311478972,0.12884357068687677
all_100,person_in_list,late_negative_30_32,16,0.004015644828323275,0.69957982391119
all_100,person_in_list,late_negative_30_32,17,0.007891919903922826,0.6869406579434871
all_100,person_in_list,late_negative_30_32,18,0.009749491033144295,1.1053449422121049
all_100,person_in_list,late_negative_30_32,19,0.012867353642359376,1.423661381304264
all_100,person_in_list,late_negative_30_32,20,0.01704217832069844,1.5347582548856735
all_100,person_in_list,late_negative_30_32,21,0.04781531418673694,6.145310868024826
all_100,person_in_list,late_negative_30_32,22,0.016267127012833952,2.1398078483343124
all_100,person_in_list,late_negative_30_32,23,0.027449130304157732,5.345635145902634
all_100,person_in_list,late_negative_30_32,24,0.046774316057562826,10.802721507549286
all_100,person_in_list,late_negative_30_32,25,0.020542733781039716,8.377151508331298
all_100,person_in_list,late_negative_30_32,26,0.04041681100614369,14.733386068344116
all_100,person_in_list,late_negative_30_32,27,0.03277482376433909,15.55082777619362
all_100,person_in_list,late_negative_30_32,28,0.028163996702060105,13.58077916622162
all_100,person_in_list,late_negative_30_32,29,0.05258563134819269,36.05189161300659
all_100,person_in_list,late_negative_30_32,30,0.029182641748338938,32.380520515441894
all_100,person_in_list,late_negative_30_32,31,0.0606639557890594,60.42169860839844
all_100,person_in_list,late_negative_30_32,32,0.03918174022808671,84.13106519699096
all_100,person_in_list,late_negative_30_32,33,0.061944314278662205,89.61225364685059
all_100,person_in_list,late_negative_30_32,34,0.0354495925270021,78.14147596359253
all_100,person_in_list,late_negative_30_32,35,0.012854645899496973,7.0701980304718015
all_100,friend,clean,0,0.008541423699352891,0.11577957864850759
all_100,friend,clean,1,0.008925562342628836,0.11834915693849325
all_100,friend,clean,2,0.0158880533836782,0.2899098120629787
all_100,friend,clean,3,0.012323920163325966,0.5499611483514308
all_100,friend,clean,4,0.014198084753006697,0.4499746257066727
all_100,friend,clean,5,0.00405280476436019,0.16702913664281369
all_100,friend,clean,6,0.009933303636498749,0.3363404896855354
all_100,friend,clean,7,0.0015263924980536104,0.0846028783917427
all_100,friend,clean,8,0.0024809300655033437,0.20055405326187611
all_100,friend,clean,9,0.0032432045647874472,0.235839020088315
all_100,friend,clean,10,0.004317761668935418,0.4336851751804352
all_100,friend,clean,11,0.0019630341179436074,0.09380193643271922
all_100,friend,clean,12,0.002060150259640068,0.14192254673689603
all_100,friend,clean,13,0.0029216237069340425,0.13857294630259276
all_100,friend,clean,14,0.0040281609841622415,0.2173017578572035
all_100,friend,clean,15,0.0029353836766676977,0.1493515393510461
all_100,friend,clean,16,0.0028886369708925486,0.1593699423596263
all_100,friend,clean,17,0.006570665483595803,0.32535137467086317
all_100,friend,clean,18,0.01077735731843859,0.6447187526524067
all_100,friend,clean,19,0.009879716914147138,0.7897511392831802
all_100,friend,clean,20,0.025824865652248265,1.8202889752388
all_100,friend,clean,21,0.09161961840465666,11.478105924129487
all_100,friend,clean,22,0.021170317875221372,2.611001043319702
all_100,friend,clean,23,0.10340244241058827,24.078587856292724
all_100,friend,clean,24,0.0888756075873971,24.781178913116456
all_100,friend,clean,25,0.024499537274241447,15.124561653137206
all_100,friend,clean,26,0.04647743612527847,18.697969169616698
all_100,friend,clean,27,0.037088218983262776,13.08846822500229
all_100,friend,clean,28,0.0737091588973999,42.8839817237854
all_100,friend,clean,29,0.08316850166767836,59.20497825622559
all_100,friend,clean,30,0.034099862575531006,41.768089351654055
all_100,friend,clean,31,0.09167277175933122,95.96857707977296
all_100,friend,clean,32,0.04672543658874929,99.07887145042419
all_100,friend,clean,33,0.08473528433591128,119.72037967681885
all_100,friend,clean,34,0.04543128835037351,103.9794839477539
all_100,friend,clean,35,0.010859468190465122,6.428090529441834
all_100,friend,full_intermediate_bottleneck,0,0.008541423699352891,0.11577957864850759
all_100,friend,full_intermediate_bottleneck,1,0.009061214318498968,0.12090964786708355
all_100,friend,full_intermediate_bottleneck,2,0.016158124674111606,0.3078444253653288
all_100,friend,full_intermediate_bottleneck,3,0.01342480253893882,0.6201462979614735
all_100,friend,full_intermediate_bottleneck,4,0.01375917031429708,0.40869658201932907
all_100,friend,full_intermediate_bottleneck,5,0.004756466455291957,0.21890363968908788
all_100,friend,full_intermediate_bottleneck,6,0.010276120505295694,0.3494261041283607
all_100,friend,full_intermediate_bottleneck,7,0.0016853565780911594,0.10061124835163354
all_100,friend,full_intermediate_bottleneck,8,0.0027732022781856358,0.23162904381752014
all_100,friend,full_intermediate_bottleneck,9,0.0035852270806208254,0.2675812809914351
all_100,friend,full_intermediate_bottleneck,10,0.004537225298117846,0.45171359211206435
all_100,friend,full_intermediate_bottleneck,11,0.0022972446942003443,0.11236320320516825
all_100,friend,full_intermediate_bottleneck,12,0.0025749682408059017,0.1786135024577379
all_100,friend,full_intermediate_bottleneck,13,0.0035034369234927,0.16518354900181292
all_100,friend,full_intermediate_bottleneck,14,0.005133896304760128,0.28432048209011557
all_100,friend,full_intermediate_bottleneck,15,0.0034666599868796765,0.17366616409271957
all_100,friend,full_intermediate_bottleneck,16,0.0037275556544773283,0.2066850581765175
all_100,friend,full_intermediate_bottleneck,17,0.009192592856707052,0.4996479246765375
all_100,friend,full_intermediate_bottleneck,18,0.015683937133289874,0.9418352296948433
all_100,friend,full_intermediate_bottleneck,19,0.013554611790459603,1.0401387733221055
all_100,friend,full_intermediate_bottleneck,20,0.030341298263520004,1.9955282044410705
all_100,friend,full_intermediate_bottleneck,21,0.07585248776245862,8.789514807462693
all_100,friend,full_intermediate_bottleneck,22,0.02884868800174445,3.933628251552582
all_100,friend,full_intermediate_bottleneck,23,0.06728046800009907,12.667622654438018
all_100,friend,full_intermediate_bottleneck,24,0.09887017169967294,28.912554688453675
all_100,friend,full_intermediate_bottleneck,25,0.03119072161614895,11.158920123577118
all_100,friend,full_intermediate_bottleneck,26,0.0703499190043658,42.45119322299957
all_100,friend,full_intermediate_bottleneck,27,0.040170565135777,18.13631405353546
